Unnamed: 0,연령,성별,상황키워드,전체선톡,감정_대분류,감정_소분류,사람문장1,시스템문장1,사람문장2,시스템문장2,사람문장3,시스템문장3
20219,청소년,남성,가족관계,해당없음,불안,당혹스러운,오늘 내 생일 이였는데 부모님이 내가 싫어하는 음식을 사 오셔서 당황했어.,부모님이 당신이 싫어하는 음식을 사 오셔서 당황하셨군요.,응. 내가 전에도 이 음식이 싫다고 말했었는데 이 음식을 사 오실 줄은 몰랐어.,어떻게 하면 당황스런 기분이 나아질 수 있을까요?,부모님께 지금 이 음식을 싫어한다고 확실하게 다시 말씀드리려고.,부모님과의 대화로 기분이 나아지길 바라요.
880,청년,여성,"연애,결혼,출산",해당없음,당황,부끄러운,부끄럽게 남편은 아이들이 있는 데서 뽀뽀를 하려고 해.,아이들 앞에서 남편과 뽀뽀하는 것이 부끄럽게 느껴지시는군요.,응. 애정 표현이 과한 것도 언제나 좋은 건 아닌 듯해.,남편분이 계속 아이들 앞에서 애정 표현을 시도하면 어떻게 하실 건가요?,가벼운 뽀뽀만 하고 말도록 해야지. 아이들한테도 스킨십에 대해 설명을 해 줘야겠어.,그렇다면 애들도 부모의 애정 표현에서 사랑하는 법을 배우겠네요.
1165,청소년,남성,학교폭력/따돌림,해당없음,당황,죄책감의,어제 친구가 브랜드 가방을 메고 다니는 게 부러워서 그 가방을 뺏었어.,친구의 물건을 빼앗은 것에 대해 죄책감을 느끼는 것 같군요.,죄책감을 느끼지만 친구에게 용서받지 못할까 봐 두려워.,용서를 받고 싶다면 어떻게 행동할 수 있을까요?,내일 친구에게 가방을 돌려주고 사과하면 용서받을 수 있을 거야.,솔직하게 사과하는 방법을 택했군요.
27475,중년,여성,"직장, 업무 스트레스",해당없음,상처,상처,아내가 수술을 앞두고 있어. 너무 불안하네.,아내가 수술을 앞두고 계시군요.,쉽지 않은 수술이라 마음이 안 좋아.,걱정되시겠어요. 어떻게 이 상황을 해결해야 할까요?,그 사람의 실력을 봐야지. 날 알아봐주는 회사를 찾아봐야겠어.,실력을 알아봐주는 회사를 만났으면 좋겠어요.
6195,청년,남성,대인관계,해당없음,기쁨,감사하는,드디어 내가 원하는 직무로 부서를 이동했어. 날 도와준 동료들 덕이야.,원하시는 부서에 가게 되셔서 기뻐 보이세요. 동료들에게도 매우 고마우시겠군요.,사람들이 없었다면 이런 결과는 얻어낼 수 없었을 거야. 정말 감사하게 생각해.,동료들이 힘을 많이 주셨나 보군요. 감사한 사람에게 어떻게 보답하시나요?,역시 선물이지. 그 사람에게 필요한 물건을 잘 알아봐 뒀다가 선물하면 다들 좋아하더라고.,주위 사람에 대한 관심과 센스를 바탕으로 선물을 준비해서 감사를 표시하시는군요!
9195,청년,여성,"연애,결혼,출산",해당없음,분노,짜증내는,결혼하면 서로 잘 챙겨줘야 하는 거 아니야?,결혼하면 서로 잘 챙겨줘야 한다고 생각하시는군요. 왜 그러세요?,남편이 자꾸 자기 할 일만 해서 짜증 나.,남편이 챙겨주지도 않고 자기 할 일만 해서 짜증 나시겠네요.,결혼은 꼭 해야 하는 걸까?,사람마다 다르죠. 왜 그런 생각이 들었나요?
36350,청소년,여성,학업 및 진로,해당없음,상처,"가난한, 불우한",우리 집은 어째서 이렇게 가난할까. 남들은 모두 다니는 학원도 한 번 못 가네.,가정 형편 때문에 걱정이 많으시군요.,응. 나도 학원에 다녀서 학점을 좀 높이고 싶은데 그러지 못해서 너무 맘상해.,많이 속상하실 듯 하네요.,,
2516,중년,남성,"재정,은퇴,노후준비",해당없음,불안,걱정스러운,앞으로의 은퇴 후 준비를 못 해서 내가 원망스러워.,걱정이 많으시겠어요. 은퇴 준비를 못 한 이유가 있을까요?,월급이 너무 적어서 저축할 형편이 안돼.,그런 이유가 있군요. 저축을 할 수 있는 방법이 있을까요?,이직이나 투잡을 하는 건 어떨까?,여러 가지 방법을 생각하고 계시는군요.
200,청년,남성,"진로,취업,직장",해당없음,기쁨,신뢰하는,부하직원이 있는데 너무 일도 잘하고 신뢰가 가.,신뢰할 수 있는 부하직원이 있군요.,일도 잘해서 너무 좋아.,직원을 좋아하는 마음이 느껴지네요.,,
30614,청소년,남성,학업 및 진로,해당없음,기쁨,감사하는,오늘 생활기록부를 봤는데 감동했어.,생활기록부를 보고 감동 받으셨군요. 특히 어떤 점이 감동적이었나요?,감사하게도 담임선생님이 나에 대해서 꼼꼼하게 적어 주셨더라고.,담임 선생님이 생활기록부에 자신에 대해 꼼꼼하게 적은 것을 보고 감사하시는군요.,,
32703,청년,여성,대인관계,해당없음,당황,혐오스러운,아르바이트하는데 진상 고객 때문에 힘이 빠져.,진상 고객 때문에 힘드셨겠군요. 기분을 달랠 방법이 있을까요?,음악 감상하는 거야.,음악 감상하는 것이 행복이군요.,,
10799,청년,여성,대인관계,해당없음,불안,혼란스러운,회사에 입사했는데 다른 사람들이랑 친하게 지내기가 어려워.,입사하고 난 후 어떤 문제가 있었나요?,모르는 사항이 있어서 물어봤는데 퉁명스럽게 대답하고 눈치를 주더라고.,모르는 사항이 있어서 물어봤는데 퉁명스럽게 대답하고 눈치를 주었군요. 혹시 이 문제에 대해 상담할 만한 곳이 있을까요?,,
3662,청년,남성,"진로,취업,직장",해당없음,불안,당혹스러운,원하는 대학의 학과에 진학했지만 취업에는 도움이 되지 않는 공부뿐이라 당혹스러워.,대학에서 취업에 도움이 안 되는 공부를 해서 당혹스러우시군요.,경기 불황에 코로나 일구의 영향으로 올해 실적도 저조한 데다가 사업계획 수립하려니 너무 힘들어. 기한 내에 마무리 지을 수 있을지도 모르겠고 말이야. 불안 불안해.,취업에 대해 걱정이 많으시군요. 어떻게 하면 이 문제를 해결해 나갈 수 있을까요?,,
20960,청소년,남성,학업 및 진로,해당없음,불안,두려운,남들이 내 진로를 들으면 비웃고 조롱하는 것만 같아.,타인에게 조롱을 당하는 기분을 느끼고 계시군요.,응. 다른 사람들이 내 진로를 듣고 표정이 썩 좋지 않더라고.,진로를 듣고 표정이 좋지 않았군요. 고민이 많으시겠어요.,응 자존감이 많이 낮아지고있어.,자존감이 낮아지고 있군요.
22272,청년,남성,"진로,취업,직장",해당없음,기쁨,만족스러운,이번 하반기 때 우리 부서가 만족스러운 결과를 거두어서 정말 기뻐.,부서가 만족스러운 결과를 거두어서 기쁘시겠어요.,내년에는 더 실적을 올릴 수 있도록 부서원들을 칭찬해주고 싶은데 방법을 고민 중이야.,어떻게 하면 부서원들의 사기를 돋울 수 있는 칭찬을 해 줄 수 있을까요?,곧 명절도 있으니 포상금으로 마음을 전할까 해.,가족들에게 먼저 사실대로 말하려고 하시는군요.
31851,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,감사하는,남편이 결혼기념일 선물로 고마움을 담은 정성스러운 편지를 주어서 행복해.,남편의 사랑이 느껴져 정말 행복하시군요.,나이 들수록 남편이 잘해주니 정말 좋아.,표현을 잘하고 다정한 사람이랑 같이 살면 기분이 어떤가요?,나도 더 남편한테 잘하고 싶지.,나도 더 남편에게 잘하고 싶군요.
27039,중년,여성,"재정,은퇴,노후준비",해당없음,기쁨,느긋,남편이 나를 깨워서 일어나보니 밥이 차려져 있었어.,남편 분이 밥을 차리셨군요. 기쁘시겠어요.,어떻게 고마움을 표현해야 할지 고민이야.,어떻게 해야 상대에게 고마움을 잘 표현할 수 있을까요?,어깨를 주물러주면서 항상 고맙다고 말해야겠어.,고마움이 상대에게 잘 전달되길 바라요.
13481,청년,여성,"연애,결혼,출산",해당없음,상처,충격 받은,남자친구가 나에게 숨겨둔 애인이 있었다는 사실을 알게 되어서 너무 충격적이고 슬퍼.,남자친구가 숨겨둔 애인이 있었다는 사실에 충격을 받으신 것 같네요.,난 남자친구를 너무 믿었는데 한 순간에 배신을 당한 것 같아서 너무 슬프고 힘들어.,한 순간에 배신을 당한 것 같아 속상하시겠어요. 어떻게 하면 기분이 풀릴 수 있을까요?,그 사람을 잊고 새로운 사랑을 찾아야겠어.,새로운 사랑을 찾으셔서 행복해지시길 바랄게요.
36761,청소년,여성,가족관계,해당없음,슬픔,염세적인,부모님은 나한테 전혀 관심이 없는 것 같아. 내가 뭘 먹고 다니는지도 몰라.,부모님이 관심이 없는 것 같아 상심했겠어요.,인생은 기왕 혼자 와서 혼자 가는 거래. 얼른 자립해야지.,힘내세요. 훌륭하게 자립하시길 기원할게요.,,
8429,청년,남성,"연애,결혼,출산",해당없음,기쁨,자신하는,이 사람과는 결혼해도 괜찮을 것 같아.,어떤 점 때문에 확신이 드시나요?,현명한 여자야.,프러포즈 하실 계획이신가요?,분위기 있고 조용한 레스토랑을 예약했어. 저녁을 먹다 이야기를 꺼낼 거야.,바라시는 대로 잘 되었으면 좋겠어요.
34033,청년,남성,"진로,취업,직장",해당없음,당황,한심한,발표 자료가 끝이 안 보여. 내가 너무 한심해.,발표 자료를 다 만들지 못하셨군요. 더 자세히 알려주시겠어요?,내일이 발표인데 아직도 발표 자료를 완성하지 못했어. 집중력이 모자란가 봐.,이 상황을 극복하려면 어떻게 해야 할까요?,밖에서 산책하면서 머리를 식히고 와야겠어.,밖에서 산책하면 무엇이 좋아질까요?
32851,청년,여성,"연애,결혼,출산",해당없음,상처,희생된,결혼한 거 후회 중이야. 결혼 때문에 내 커리어는 희생된 거 같아.,결혼으로 희생된 기분을 느끼시는군요. 무슨 일인지 자세히 알려줄 수 있어요?,일을 계속하고 싶어서 아이는 갖지 않기로 했는데 아이를 갖자고 하는 거야. 시부모님도 아이를 강요하시고 결혼 괜히 한 거 같아.,결혼하고 나서 주변 사람들이 약속을 지키지 않아 난감하시군요.,,
3383,청년,남성,"진로,취업,직장",해당없음,불안,걱정스러운,올해 안에 직장에 들어갈 수 있을지 모르겠어.,취업에 대해서 조급한 마음이시군요.,공고문이 잘 안 올라오고 채용 기간이 길어서 너무 지쳐.,힘내세요. 지금 인내의 시간이 소중한 거름이 되길 바라요.,,
19827,청년,남성,"진로,취업,직장",해당없음,분노,악의적인,이번에 들어온 신입 중에 나를 무시하는 애가 있거든? 걔한테 일을 일부러 틀리게 알려줬어.,신입한테 무시당하다니 기분이 안 좋으시겠어요.,맞아. 매번 내려다보면서 나를 깔보는 눈빛이 너무 마음에 안 들어.,매번 내려다보면서 나를 깔보는 눈빛이 너무 마음에 안드는군요. 기분이 나아지기 위해서 무엇을 할 수 있을까요?,걔를 골탕 먹이려고 일을 잘못 알려줬어.,말씀하신 방법으로 기분이 좋아지셨으면 좋겠어요.
45636,청년,남성,대인관계,해당없음,슬픔,염세적인,딸이 엄마만 너무 좋아해서 너무 슬퍼. 그동안 내가 너무 안 놀아줬나 봐.,자녀가 아내만 좋아해서 속상하시겠어요.,일이 많아서 아이를 못 놀아준 것도 있지만 나름 노력했는데 조금 억울해.,지금 무엇을 할 수 있을까요?,내가 잠을 줄이고 딸아이와 좀 더 많이 놀아줘야 할 것 같아.,자신의 시간을 줄여 자녀분과 더 좋은 관계로 발전하셨으면 좋겠어요.
17547,청년,남성,대인관계,해당없음,당황,부끄러운,후배들 앞에서 직접 작성한 발표 자료에 맞춤법이 너무 많이 틀려서 부끄러웠어.,직접 작성한 건데 맞춤법이 너무 많이 틀려있어서 부끄러우셨군요.,중요한 발표 자료여서 후배들도 주의 깊게 보고 있었을 거야.,중요한 발표를 해야 하는 상황에서는 어떻게 하는 것이 좋을까요?,작성한 자료를 발표 전에 한 번 더 확인해야겠어.,한 번 더 확인하고 발표하길 바라요.
9562,노년,남성,재정,만성질환 무,분노,구역질 나는,옆집 자식들이 부모 재산 상속으로 형제끼리 싸우는데 아주 안 좋아.,재산 상속 문제로 형제까지 싸움이 있군요.,죽기 전에 재산을 잘 나눠 주고 가야지. 힘든 문제야.,재산을 공평하게 나누어 주실 생각이시군요.,,
3800,청년,남성,"연애,결혼,출산",해당없음,기쁨,신이 난,나한테 여자친구가 생겼어! 선물하고 싶은데 어떤 게 좋을까?,와 축하드려요! 여자친구가 무엇을 좋아하나요?,응. 여자친구가 좋아할 만한 걸 찾아봤는데 마음에 들어 할지 모르겠어.,여자친구가 좋아하길 바라요. ,,
1006,중년,남성,"대인관계(부부, 자녀)",해당없음,기쁨,감사하는,부녀지간에 사이가 좋아서 정말 감사해.,부녀간에 사이가 좋아 감사하다고 느끼시는군요.,이렇게 좋은 딸을 어찌 결혼시킬까 벌써부터 아쉽다니까.,좋은 짝을 만나 부모의 곁을 떠나는 게 아쉬우시군요.,사윗감은 꼭 내가 골라주고 싶어.,아버님 마음에 쏙 드는 사위면 좋겠군요.
17307,노년,남성,"건강,죽음",만성질환 유,상처,고립된,거실에서 일어나다가 기립성 저혈압으로 쓰러졌어. 근데 가족들 중 아무도 거실로 지나가지 않았어.,기립성 저혈압으로 쓰러지셨는데 가족들이 발견하지 못할까 봐 두려웠겠어요.,다음에도 내가 쓰러졌을 때 아무도 눈치 채지 못할까 봐 불안해.,다음에도 쓰러졌을 때 아무도 눈치 채지 못할까 봐 불안하시군요. 이 상황에서 할 수 있는 게 어떤 것이 있을까요?,우선 병원에 가서 검사를 받고 가족들과 이야기해서 도움을 받아야 할 것 같아.,검사도 받고 가족들과 상의해서 지금 상황을 잘 극복하시기를 바라요.
10021,청년,여성,대인관계,해당없음,당황,고립된,내가 평소에 같이 스터디하는 모임에서 안 좋은 일이 있었어.,그랬군요. 어떤 안 좋은 일인지 구체적으로 말씀해 주실 수 있나요?,갑자기 나를 둘러싸더니 그렇게 행동하지 말라는 거야. 거의 옛날 학창 시절에 왕따를 시키는 것과 같은 상황이었지. ,갑자기 그런 일을 당하시다니 당황스러우셨겠어요. ,응 맞아. 다음 주에도 그 사람들과 만나야 하는데 어떻게 해야 할지 감이 안 와.,그런 안 좋은 일을 만든 사람들과 다시 봐야 한다니 정말 고민이 많이 되겠어요.
20871,청년,남성,"진로,취업,직장",해당없음,분노,분노,우리나라 기업들은 학벌주의가 심해서 열이 받아.,학벌주의 때문에 화가 많이 나셨군요.,이 회사에 딱 맞는 사람이 나라고 생각하는데 학벌 때매 들어가기가 어려워.,학벌주의 때문에 힘들지만 다른 방법으로 입사할 수 있지 않을까요?,어떻게 하면 할 수 있을까?,학벌을 뛰어넘는 회사의 맞는 자신이 가장 잘하는 것을 이용하세요.
2531,청년,남성,대인관계,해당없음,불안,스트레스 받는,다른 사람들이 나를 보고 있는 것 같은 생각이 들어서 그런지 조금 스트레스를 받게 돼.,스트레스를 받으시는군요. 그렇게 생각하는 이유가 있나요?,어릴 때부터 튀는 외모라서 남의 시선을 많이 받아서 그런가 봐.,신경 쓰느라 불편하셨겠어요. 주변 사람에게 고민을 털어놓으신 적 있으신가요?,주변 사람들은 그런 고민 하지 말라고 해. 생각보다 사람들은 나한테 관심이 없대.,주위 사람들이 조언을 해주셨군요.
20590,노년,남성,대인관계,만성질환 무,분노,좌절한,옆집에 살던 절친한 친구가 어제 밤 운명했어.,절친한 친구가 돌아가셔서 마음이 많이 아프시겠어요.,친구가 갔다고 생각하면 살기가 싫어.,친구분의 죽음에 애도를 표해요. 떠나신 친구분을 위해 사용자님이 할 수 있는 것이 없을까요?,친구 얼굴이 많이 그리운데 무엇을 해야 할지 방법을 모르겠어.,떠나신 친구분을 위해 의미 있는 행동을 찾아보면 우울한 감정에 도움이 될 것 같아요.
45568,중년,여성,"직장, 업무 스트레스",해당없음,분노,짜증내는,요즘 일 때문에 스트레스가 너무 심해서 기분이 우울해.,업무 스트레스로 인해 기분이 우울하시군요.,내가 자꾸 실수해서 업무가 진행이 안 돼서 스트레스야. 나도 이런 내가 한심해.,이 문제를 해결하기 위해서 무엇을 할 수 있을까요?,좀 더 생각을 깊게 하고 판단하는 훈련을 해야 할 거 같아.,생각하는 훈련으로 문제가 해결되길 바라요.
34237,청년,남성,"진로,취업,직장",해당없음,당황,부끄러운,막내 직원이 나보다 더 좋은 아이디어를 내서 내가 조금은 부끄러워졌어.,막내 직원이 더 좋은 아이디어를 내서 부끄러우셨군요.,평소에 내가 막내를 구박 많이 했었거든.,이렇게 될 줄 모르고 평소에 구박을 많이 하셨군요.,큰 깨달음을 얻었어. 함부로 무시할 사람이 없다는 걸.,앞으로 막내 직원에게 어떻게 행동하는 게 좋을까요?
51053,청년,남성,"진로,취업,직장",해당없음,슬픔,비통한,이번 석사 논문에 대한 주제를 아직도 못 정했어. 스트레스받아.,논문 주제를 아직 정하지 못한 것 때문에 걱정이 크시겠어요.,어린 아들을 돌보느라 학업에 집중하지 못했어. 고단한 나의 삶이 너무 불행하게 느껴져.,이 상황에서 할 수 있는 것들에는 무엇이 있을까요?,육아와 학업을 모두 잘해나갈 수 있도록 노력해야지. 아내의 도움도 받아야겠어.,아내의 도움을 받고 노력하셔서 지금의 어려운 상황을 잘 극복하시면 좋겠어요.
34359,노년,여성,"건강,죽음",만성질환 유,기쁨,편안한,노인정에서 알게 된 사람들이 요통에 좋은 찜질 방법을 알려줘서 그대로 했더니 많이 편안해졌어.,통증이 나아져서 편해지셨다니 다행이에요.,찜질 방법을 알려준 사람에게 보답을 해주고 싶어.,보답할 수 있는 방법은 무엇이 있을까요?,나도 다른 좋은 정보를 알고 있는 걸 찾아서 알려주어야겠어.,보답할 수 있는 방법으로 사용자님의 좋은 정보를 알려주는 것 외에 또 무엇이 있을까요?
18811,노년,여성,재정,만성질환 무,분노,방어적인,우리 아들이 도박으로 빚을 져서 내가 오늘 적금 다 깨서 보냈어. 내 아들이지만 너무 힘들다.,아들 분이 도박으로 빚을 졌군요. 마음이 많이 힘들겠어요.,효도는 안 바란다고 해도 불효는 하지 말아야지. 내가 아들을 잘못 키웠나 싶어서 슬퍼.,내가 아들을 잘못 키웠나 싶어 슬프군요. 어떻게 하면 지금의 상황을 변화시킬 수 있을까요?,아들한테 이번까지만 도와주는 거고 다음엔 절대 도와주지 않는다고 얘기해야겠어.,진심을 전달하여 생각한대로 잘 해결이 되었으면 좋겠어요.
49151,청소년,남성,가족관계,해당없음,분노,분노,내가 공부를 못해서 친척들에게 부모님이 창피해하셔서 나 자신이 한심스러워.,성적이 잘 안 나와서 부모님 걱정에 고민이 많으시군요.,부모님을 기쁘게 해 드리기 위해 공부를 잘하고 싶어.,공부를 잘하기 위해서는 어떻게 해야 할까요?,학교에서 선생님 말씀 열심히 듣고 독서실에서 공부를 해야겠어.,열심히 공부하시면 성적이 오르시길 바라요.
43521,중년,남성,"직장, 업무 스트레스",해당없음,분노,성가신,이번에 맡은 프로젝트에서 좋은 성과를 내지 못했어. 내가 무가치한 사람처럼 느껴져.,좋은 성과를 내지 못해 스트레스를 받지 못하고 계시는군요.,다음 프로젝트에도 성과가 나쁘면 승진에 좋지 않은 영향을 미칠 거야.,그렇다면 지금 할 수 있는 것에는 무엇이 있을까요?,다음 프로젝트에서는 더 노력해서 꼭 좋은 성과를 낼 수 있도록 노력할래.,다음 프로젝트에서 좋은 성과를 낼 수 있길 빌게요.
25409,노년,여성,재정,만성질환 유,슬픔,슬픔,남편이 백혈병에 걸려서 세상을 떠났는데 가족력으로 딸도 백혈병 진단을 받았어.,따님이 백혈병 진단을 받으셔서 많이 슬프시겠어요.,딸도 세상을 떠난다면 나는 정말 삶의 의지를 상실하고 말거야.,정말 상실감이 크실 것 같아요. 이 상황을 잘 극복하기 위해 뭘 할 수 있을까요?,딸을 열심히 간병하며 병을 이겨낼 수 있도록 도와줘야겠어.,따님을 열심히 간병해서 딸의 건강이 나아지길 간절히 바랄게요.
5693,중년,여성,"대인관계(부부, 자녀)",해당없음,상처,억울한,큰아들과 이야기를 나누다가 서로 마음이 상했어. 너무 속상해.,큰아들과 다툼으로 속이 상하시는군요.,그런데 신랑이 내 잘못이 더 크다고 이야기해서 정말 억울해. 부모로서 조언도 못 하는 거야?,큰아들에게 조언한 것을 신랑이 잘못이라고 이야기해서 억울하시군요.,,
1228,청년,남성,대인관계,해당없음,당황,죄책감의,친구가 내가 소개해 줬던 애인에게 구타당했다고 들었어. 내 잘못 같아.,친구에게 미안한 마음에 괴로워하고 계시는군요.,내가 그 사람을 잘못 소개해 준 것 같아. ,친구에게 소개를 잘 못하셨군요. 사용자님이 친구를 위해 할 수 있는 행동이 있을까요?,내가 앞장서서 신고하고 이 일을 같이 해결해 줘야겠어.,친구와 함께 사건을 해결하려고 하시는군요.
31577,청소년,여성,학업 및 진로,해당없음,분노,성가신,학교에서 장래희망 적어오라는데 나는 하고싶은게 없어 다 귀찮아.,하고싶은 일이 없다면 재미있다고 느껴지는 일은 없나요?,난 친구들이랑 수다를 떨때가 제일 재미있어 대화하는 직업을 찾아봐야겠다.,대화하는 직업을 찾아보려고 하시는군요.,,
43009,중년,남성,건강,해당없음,당황,죄책감의,건강검진을 통해 후두암에 걸렸다는 걸 알게 됐어. 아내에게 어떻게 말하지?,건강검진으로 암에 걸렸다는 사실을 아셨군요. 부인께 말씀드릴 생각으로 힘드시겠어요.,그간 결혼 생활하느라 고생만 했는데 안 좋은 소식을 전하려니 죄책감이 들어.,어떻게 하면 상황이 좀 나아질까요?,담담한 마음으로 이야기하고 함께 해결책을 모색해봐야지.,두 분이 마음을 모아 상황을 극복하셨으면 좋겠어요.
29825,중년,남성,"대인관계(부부, 자녀)",해당없음,당황,외로운,나이가 들다보니 아내와 자녀와의 관계 너무 안좋아서 외로워.,아 그렇군요 지금 감정이 너무 외로우시군요. 어떻게 극복 하는게 좋을까요?,일단 나혼자 라도 기분좋게 여행이라도 떠나고 싶어.,아내와 자녀와의 관계가 안좋지만 외로운 마음에 일단은 먼저 기분좋게 혼자 여행을 다녀오려고 하시는군요.,,
43491,청소년,여성,학교폭력/따돌림,해당없음,당황,고립된,시험공부 때문에 친구들과 놀지 못해서 눈치가 보이고 친구들에게 미안해.,공부 때문에 놀지 못해서 친구들에게 눈치 보이고 미안함을 느끼시는군요.,이런 상황이 계속되어서 친구들에게 죄책감이 들고 벌 받는 것 같은 기분이 들어.,지금의 기분에서 벗어나기 위해 무언가 할 수 있는 것이 있을까요?,친구들에게 나의 상황을 설명하고 친구들의 이야기를 들어보고 싶어.,친구들과의 대화로 기분이 풀렸으면 좋겠어요.
32217,중년,여성,건강,해당없음,불안,두려운,이제 오십 대 접어드니까 아픈 곳이 생길까 봐 무서워.,건강 때문에 많이 걱정되시나 봐요.,응. 동창 중 한 명이 암으로 죽고 나서부터 더 그래.,친구분께서 어떤 암으로 돌아가셨나요?,갑자기 두통이 심하더니 알고보니 뇌종양이었어. 수술 경과가 괜찮은 줄 알았는데 한 순간에 가버렸어.,친구의 안좋은 소식으로 건강을 더 걱정하시는군요.
33395,노년,남성,대인관계,만성질환 무,분노,방어적인,코로나 때문에 대중 교통을 이용하기가 무척이나 꺼려지네.,감염병 전염이 우려되어 대중교통 사용이 꺼려지시는군요.,이젠 길을 가다가도 마주 오는 사람이 마스크를 안쓰고 있으면 피하게 되네.,길을 가다가도 마주 오는 사람이 마스크를 안쓰고 있으면 피하게 되시는군요.,,
22537,청년,여성,"진로,취업,직장",해당없음,기쁨,감사하는,내 취업을 위해서 뒷바라지 해주시는 부모님을 생각하면 항상 눈물이 나.,취업을 위해서 뒷바라지 해주시는 부모님을 생각하면 눈물이 나시는 군요.,나는 잘한 것도 없는데 항상 옆에서 나를 지켜주시는 게 너무 고마워.,어떤 방법이 가장 좋은 방법일까요?,일단 취업에 성공할거야. 성공해서 꼭 사랑하는 부모님께 효도할 거야.,그렇게 해서 감정의 변화가 일어나면 좋겠어요.
18380,중년,남성,"직장, 업무 스트레스",해당없음,기쁨,느긋,이직한 회사는 월 일회 모든 직원이 늦게 출근하고 일찍 퇴근하는 날이 있어서 좋아.,늦게 출근하고 일찍 퇴근하는 업무 환경에 기분이 좋으시군요.,적게 근무를 함에도 업무 효율이 높다는 게 신기해.,적게 일하시만 업무 효율이 높군요.,팀과 회사에 피해를 주지 않도록 나도 더욱 효율적으로 일을 해야겠어.,효율적인 업무 수행을 통해 상황이 더 좋아지길 바라요.
39313,노년,여성,"건강,죽음",만성질환 무,분노,노여워하는,늙으니까 정말 자녀 관계가 나빠져서 문제야.,가족들과 사이가 좋지 않아서 걱정이시겠어요.,노인이 되니까 걷기도 불편해서 일상생활 활동에 제한이 있는 것 같아.,고령이 되면 건강이 나빠져서 속상하시겠어요.,우리 아이들과 외출도 함께 하고 놀면 정말 좋겠는데.,어떻게 하면 가족들과 원만한 관계를 이룰 수 있을까요?
29314,중년,남성,"대인관계(부부, 자녀)",해당없음,기쁨,기쁨,오늘 늦둥이를 봤어.,자녀분을 늦은 나이에 출산하셨군요. 기분이 어떠신가요?,남들보다 늦은 나이에 자녀가 생겨서 너무 기뻐.,늦은 나이에 자녀를 낳아 기쁘다 느끼고 계시군요.,,
9314,중년,여성,"직장, 업무 스트레스",해당없음,슬픔,우울한,사람 상대하는 일은 너무 힘들어.,사람들을 대면하는 일을 하시는군요.,어. 별의별 사람들을 상대해서 민원 해결하다 보면 우울해져.,어떤 점들이 그런가요?,자기 뜻대로 안 되면 욕설 내뱉고 함부로 인신공격하거나 손찌검하는 사람들도 있어.,정말 힘드시겠네요.
47096,중년,남성,"재정,은퇴,노후준비",해당없음,슬픔,비통한,나는 불행해. 아직 책임져야 할 처자식이 있는데 벌써 이렇게 아파 버리다니.,생계를 책임지셔야 하는데 몸이 아프셔서 힘드시겠어요.,내가 아프면 우리 아이들은 누가 먹여 살리지? 상상만 해도 눈물이 나와.,아이들 생각에 눈물이 나시는군요. 어떻게 해야 지금의 어려움을 극복할 수 있을까요?,이제 술과 담배를 끊고 건강을 되찾아가야겠어. 내가 가장인데 무너질 수는 없어.,결심하신 대로 실천하셔서 지금의 슬픔을 극복하시길 바라요.
386,노년,여성,재정,만성질환 무,슬픔,실망한,남편이 수령한 퇴직금이 예상보다 적네.,남편의 퇴직금이 예상보다 적었군요. 기분은 어떠셨나요?,실망스러웠지. 일한 기간이 십오 년이 넘는데 이 정도밖에 안 나왔잖아.,일한 기간에 비해 퇴직금이 적어 실망스러우셨군요. 실망감을 어떻게 해소해야 좋을까요?,계산한 퇴직금이랑 금액이 다르다고 따져 봐야겠어.,금액이 다르다고 따져 보려고 하시는군요.
35698,청소년,여성,학업 및 진로,해당없음,당황,죄책감의,친구의 보고서를 몰래 베꼈어. 기한을 맞추려면 어쩔 수 없었지만 계속 마음이 편치 않아.,친구의 보고서를 배낀 행동에 죄책감을 느끼고 계시네요. ,많이 힘들지만 친구에게 정직하게 털어 놓는 게 좋겠지. 그리고 꼭 사과할 거야.,좋아요. 불편한 마음이 괜찮아지셨으면 좋겠어요.,,
43260,노년,남성,재정,만성질환 무,불안,걱정스러운,퇴직하고 우울한 마음이 사라지지 않아. 자식들 건사하느라 노후 준비도 제대로 못 하고.,그러시군요. 고민이 되겠어요.,수입이 있을 때 노후준비를 해야 했어. 후회돼.,노후준비가 덜 되셔서 힘드시군요. 어떻게 좋은 방법을 찾아볼 수 있을까요?,우울감은 상담도 받아보고 소일거리로 조금 벌이가 되는 거라도 찾아보고 해야 할 거 같아.,좋은 생각이시네요. 좋은 일자리도 찾으시고 상담도 잘 받으시길 바라요.
34540,청년,여성,"연애,결혼,출산",해당없음,상처,억울한,남자 친구가 자꾸 바람피우는 거 아니냐고 의심을 하는데 너무 억울해.,남자 친구의 의심으로 억울한 기분이군요.,내가 왜 그런 오해를 받는지 알 수가 없어서 더 억울한 느낌이야.,이럴 때 어떻게 하면 해결을 할 수 있을까요?,남자 친구에게 왜 그렇게 생각을 하게 되었는지 대화를 해봐야겠어.,남자 친구와 대화를 해보려 하시는군요. 남자 친구와의 대화를 통해 상황이 어떻게 바뀌었으면 하시나요?
